PreCondName,TrgCol,ratingName,CSName,UCSName,SoundName,ExtName,PreConditiong.thisRepN,PreConditiong.thisTrialN,PreConditiong.thisN,PreConditiong.thisIndex,Rating1.thisRepN,Rating1.thisTrialN,Rating1.thisN,Rating1.thisIndex,Conditioning.thisRepN,Conditioning.thisTrialN,Conditioning.thisN,Conditioning.thisIndex,Rating2.thisRepN,Rating2.thisTrialN,Rating2.thisN,Rating2.thisIndex,Extinction.thisRepN,Extinction.thisTrialN,Extinction.thisN,Extinction.thisIndex,InstrBkg.started,InstrBkg.stopped,TagFig.started,TagFig.stopped,InstrKeyResp.keys,InstrKeyResp.rt,InstrKeyResp.started,InstrKeyResp.stopped,precondBkg.started,precondBkg.stopped,imagePreCond.started,imagePreCond.stopped,BlankBkg.started,BlankBkg.stopped,Bkg.started,Bkg.stopped,image.started,image.stopped,Scale.response,Scale.rt,Scale.started,Scale.stopped,InstrBkg2.started,InstrBkg2.stopped,TagFig2.started,TagFig2.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,CSBkg.started,CSBkg.stopped,CS_image.started,CS_image.stopped,UCSBkg.started,UCSBkg.stopped,UCS_image.started,UCS_image.stopped,sound_1.started,sound_1.stopped,InstrBkg3.started,InstrBkg3.stopped,TagFig3.started,TagFig3.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,ExtBkg.started,ExtBkg.stopped,Ext_image.started,Ext_image.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,0.4,,Condition\CS-1.BMP,Condition\black.PNG,Sound\silent.wav,,,,,,,,,,0,18,18,15,,,,,,,,,,,,,,,,,,,,,374.91700330004096,None,,,,,,,,,,,,,,,,,366.3544724000385,None,366.3544724000385,None,None,None,None,None,None,None,,,,,,,,,,,,,hyz1026b,001,2021_Oct_26_1120,FigureTest,2021.2.1,59.76814739753125,
,-0.1,,Condition\CS+1.BMP,Condition\UCS1.BMP,Sound\scream1.wav,,,,,,,,,,0,19,19,7,,,,,,,,,,,,,,,,,,,,,382.18248140002834,None,,,,,,,,,,,,,,,,,376.15717220003717,None,376.15717220003717,None,381.2712456000154,None,381.2712456000154,None,381.2824147000327,None,,,,,,,,,,,,,hyz1026b,001,2021_Oct_26_1120,FigureTest,2021.2.1,59.76814739753125,
,-0.1,Rating\ratingCS+1.png,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,384.948849300039,None,384.948849300039,None,2.3749999999999996,2.538308799965307,384.948849300039,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hyz1026b,001,2021_Oct_26_1120,FigureTest,2021.2.1,59.76814739753125,
,0.4,Rating\ratingCS-1.png,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,389.0967062000418,None,389.0967062000418,None,2.0546875,1.1815754999988712,389.0967062000418,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hyz1026b,001,2021_Oct_26_1120,FigureTest,2021.2.1,59.76814739753125,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,390.12722750002285,None,390.12722750002285,None,space,1.8573411999968812,390.12722750002285,None,,,,,hyz1026b,001,2021_Oct_26_1120,FigureTest,2021.2.1,59.76814739753125,
,0.4,,,,,Extinction\CS-1.BMP,,,,,,,,,,,,,,,,,0,0,0,9,,,,,,,,,,,,,398.03046100004576,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,392.02962430001935,None,392.02962430001935,None,hyz1026b,001,2021_Oct_26_1120,FigureTest,2021.2.1,59.76814739753125,
,-0.1,,,,,Extinction\CS+1.BMP,,,,,,,,,,,,,,,,,0,1,1,4,,,,,,,,,,,,,405.2465884000412,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,399.24537720001535,None,399.24537720001535,None,hyz1026b,001,2021_Oct_26_1120,FigureTest,2021.2.1,59.76814739753125,
,-0.1,,,,,Extinction\CS+1.BMP,,,,,,,,,,,,,,,,,0,2,2,0,,,,,,,,,,,,,412.3124746000394,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,406.31292780005606,None,406.31292780005606,None,hyz1026b,001,2021_Oct_26_1120,FigureTest,2021.2.1,59.76814739753125,
,-0.1,,,,,Extinction\CS+1.BMP,,,,,,,,,,,,,,,,,0,3,3,1,,,,,,,,,,,,,419.69495200004894,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,413.6953260000446,None,413.6953260000446,None,hyz1026b,001,2021_Oct_26_1120,FigureTest,2021.2.1,59.76814739753125,
,0.4,,,,,Extinction\CS-1.BMP,,,,,,,,,,,,,,,,,0,4,4,12,,,,,,,,,,,,,427.07706330000656,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,421.0877757000271,None,421.0877757000271,None,hyz1026b,001,2021_Oct_26_1120,FigureTest,2021.2.1,59.76814739753125,
