PreCondName,TrgCol,ratingName,CSName,UCSName,SoundName,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,PreCond1.thisRepN,PreCond1.thisTrialN,PreCond1.thisN,PreCond1.thisIndex,RatingPreCond1.thisRepN,RatingPreCond1.thisTrialN,RatingPreCond1.thisN,RatingPreCond1.thisIndex,Cond1.thisRepN,Cond1.thisTrialN,Cond1.thisN,Cond1.thisIndex,RatingCond1.thisRepN,RatingCond1.thisTrialN,RatingCond1.thisN,RatingCond1.thisIndex,InstrBkg.started,InstrBkg.stopped,TagFig.started,TagFig.stopped,InstrKeyResp.keys,InstrKeyResp.rt,InstrKeyResp.started,InstrKeyResp.stopped,precondBkg.started,precondBkg.stopped,imagePreCond.started,imagePreCond.stopped,BlankBkg.started,BlankBkg.stopped,Bkg.started,Bkg.stopped,image.started,image.stopped,Scale.response,Scale.rt,Scale.started,Scale.stopped,InstrBkg2.started,InstrBkg2.stopped,TagFig2.started,TagFig2.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,CSBkg.started,CSBkg.stopped,CS_image.started,CS_image.stopped,UCSBkg.started,UCSBkg.stopped,UCS_image.started,UCS_image.stopped,sound_1.started,sound_1.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,0.9,,Condition\CS+1.BMP,Condition\UCS1.BMP,Sound\scream1.wav,0,0,0,0,,,,,,,,,0,20,20,10,,,,,,,,,,,,,,,,,357.88848419999704,None,,,,,,,,,,,,,,,,,354.8530320000136,None,354.8530320000136,None,356.8620496999938,None,356.8620496999938,None,356.869530740031,None,hyz1102,001,2021_Nov_02_1204,FigureTest,2021.2.1,59.89594874649438,
,0.9,,Condition\CS+1.BMP,Condition\UCS1.BMP,Sound\scream1.wav,0,0,0,0,,,,,,,,,0,21,21,9,,,,,,,,,,,,,,,,,362.0530245999689,None,,,,,,,,,,,,,,,,,359.04095910000615,None,359.04095910000615,None,361.061473299982,None,361.061473299982,None,361.0697913399897,None,hyz1102,001,2021_Nov_02_1204,FigureTest,2021.2.1,59.89594874649438,
,0.4,,Condition\CS-1.BMP,Condition\black.PNG,Sound\silent.wav,0,0,0,0,,,,,,,,,0,22,22,29,,,,,,,,,,,,,,,,,368.68275999999605,None,,,,,,,,,,,,,,,,,363.2380638999748,None,363.2380638999748,None,None,None,None,None,None,None,hyz1102,001,2021_Nov_02_1204,FigureTest,2021.2.1,59.89594874649438,
,0.4,,Condition\CS-1.BMP,Condition\black.PNG,Sound\silent.wav,0,0,0,0,,,,,,,,,0,23,23,23,,,,,,,,,,,,,,,,,373.05672980000963,None,,,,,,,,,,,,,,,,,370.0154969000141,None,370.0154969000141,None,373.00748019997263,None,373.00748019997263,None,372.94777524024244,None,hyz1102,001,2021_Nov_02_1204,FigureTest,2021.2.1,59.89594874649438,
,-0.1,,Condition\CS+1.BMP,Condition\black.PNG,Sound\silent.wav,0,0,0,0,,,,,,,,,0,24,24,2,,,,,,,,,,,,,,,,,377.2071951999678,None,,,,,,,,,,,,,,,,,374.1674145999714,None,374.1674145999714,None,377.1807897000108,None,377.1807897000108,None,377.11158236027694,None,hyz1102,001,2021_Nov_02_1204,FigureTest,2021.2.1,59.89594874649438,
,0.4,,Condition\CS-1.BMP,Condition\black.PNG,Sound\silent.wav,0,0,0,0,,,,,,,,,0,25,25,27,,,,,,,,,,,,,,,,,381.39663199998904,None,,,,,,,,,,,,,,,,,378.3457310000085,None,378.3457310000085,None,381.37196730001597,None,381.37196730001597,None,381.3177648802753,None,hyz1102,001,2021_Nov_02_1204,FigureTest,2021.2.1,59.89594874649438,
,0.4,,Condition\CS-1.BMP,Condition\black.PNG,Sound\silent.wav,0,0,0,0,,,,,,,,,0,26,26,18,,,,,,,,,,,,,,,,,385.722244900011,None,,,,,,,,,,,,,,,,,382.6765583999804,None,382.6765583999804,None,385.70020329998806,None,385.70020329998806,None,385.64233858030053,None,hyz1102,001,2021_Nov_02_1204,FigureTest,2021.2.1,59.89594874649438,
,0.4,,Condition\CS-1.BMP,Condition\black.PNG,Sound\silent.wav,0,0,0,0,,,,,,,,,0,27,27,25,,,,,,,,,,,,,,,,,389.89600090001477,None,,,,,,,,,,,,,,,,,386.8546675000107,None,386.8546675000107,None,389.8702325000195,None,389.8702325000195,None,389.8040451602894,None,hyz1102,001,2021_Nov_02_1204,FigureTest,2021.2.1,59.89594874649438,
,0.9,,Condition\CS+1.BMP,Condition\UCS1.BMP,Sound\scream1.wav,0,0,0,0,,,,,,,,,0,28,28,4,,,,,,,,,,,,,,,,,394.2011396000162,None,,,,,,,,,,,,,,,,,391.2018423000118,None,391.2018423000118,None,393.3149321000092,None,393.3149321000092,None,393.3249250600231,None,hyz1102,001,2021_Nov_02_1204,FigureTest,2021.2.1,59.89594874649438,
,0.9,,Condition\CS+1.BMP,Condition\UCS1.BMP,Sound\scream1.wav,0,0,0,0,,,,,,,,,0,29,29,13,,,,,,,,,,,,,,,,,398.47027950000484,None,,,,,,,,,,,,,,,,,395.4355426999973,None,395.4355426999973,None,397.4456761999754,None,397.4456761999754,None,397.45163353999374,None,hyz1102,001,2021_Nov_02_1204,FigureTest,2021.2.1,59.89594874649438,
,-0.1,Rating\ratingCS+1.png,,,,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,401.1392329999944,None,401.1392329999944,None,1.6015625,2.4675222999649122,401.1392329999944,None,,,,,,,,,,,,,,,,,,,hyz1102,001,2021_Nov_02_1204,FigureTest,2021.2.1,59.89594874649438,
,0.4,Rating\ratingCS-1.png,,,,0,0,0,0,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,405.1558223000029,None,405.1558223000029,None,1.4140624999999998,0.7733138000476174,405.1558223000029,None,,,,,,,,,,,,,,,,,,,hyz1102,001,2021_Nov_02_1204,FigureTest,2021.2.1,59.89594874649438,
,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hyz1102,001,2021_Nov_02_1204,FigureTest,2021.2.1,59.89594874649438,
PreCondition\CS+2.BMP,-0.1,,,,,1,0,1,0,0,0,0,0,,,,,,,,,,,,,405.80561699997634,None,405.80561699997634,None,space,1.5046988000394776,405.80561699997634,None,407.3316119000083,None,407.3316119000083,None,409.33434589998797,None,,,,,,,,,,,,,,,,,,,,,,,,,,,hyz1102,001,2021_Nov_02_1204,FigureTest,2021.2.1,59.89594874649438,
PreCondition\CS+2.BMP,-0.1,,,,,1,0,1,0,0,1,1,3,,,,,,,,,,,,,,,,,,,,,410.8565494000213,None,410.8565494000213,412.8505837999983,412.86723550001625,None,,,,,,,,,,,,,,,,,,,,,,,,,,,hyz1102,001,2021_Nov_02_1204,FigureTest,2021.2.1,59.89594874649438,
PreCondition\CS-2.BMP,0.4,,,,,1,0,1,0,0,2,2,8,,,,,,,,,,,,,,,,,,,,,413.9499596999958,None,413.9499596999958,415.9337271999684,415.9495339000132,None,,,,,,,,,,,,,,,,,,,,,,,,,,,hyz1102,001,2021_Nov_02_1204,FigureTest,2021.2.1,59.89594874649438,
PreCondition\CS-2.BMP,0.4,,,,,1,0,1,0,0,3,3,5,,,,,,,,,,,,,,,,,,,,,417.68837749998784,None,417.68837749998784,419.68284459999995,419.6997289999854,None,,,,,,,,,,,,,,,,,,,,,,,,,,,hyz1102,001,2021_Nov_02_1204,FigureTest,2021.2.1,59.89594874649438,
PreCondition\CS+2.BMP,-0.1,,,,,1,0,1,0,0,4,4,2,,,,,,,,,,,,,,,,,,,,,420.93996920000063,None,420.93996920000063,422.932953600015,422.9491310999729,None,,,,,,,,,,,,,,,,,,,,,,,,,,,hyz1102,001,2021_Nov_02_1204,FigureTest,2021.2.1,59.89594874649438,
PreCondition\CS-2.BMP,0.4,,,,,1,0,1,0,0,5,5,7,,,,,,,,,,,,,,,,,,,,,424.2991354999831,None,424.2991354999831,426.281791299989,426.2999773999909,None,,,,,,,,,,,,,,,,,,,,,,,,,,,hyz1102,001,2021_Nov_02_1204,FigureTest,2021.2.1,59.89594874649438,
PreCondition\CS-2.BMP,0.4,,,,,1,0,1,0,0,6,6,6,,,,,,,,,,,,,,,,,,,,,427.64838530001,None,427.64838530001,429.6320426000166,429.648720600002,None,,,,,,,,,,,,,,,,,,,,,,,,,,,hyz1102,001,2021_Nov_02_1204,FigureTest,2021.2.1,59.89594874649438,
PreCondition\CS+2.BMP,-0.1,,,,,1,0,1,0,0,7,7,4,,,,,,,,,,,,,,,,,,,,,430.9510972999851,None,430.9510972999851,432.9323958000168,432.96526839997387,None,,,,,,,,,,,,,,,,,,,,,,,,,,,hyz1102,001,2021_Nov_02_1204,FigureTest,2021.2.1,59.89594874649438,
PreCondition\CS+2.BMP,-0.1,,,,,1,0,1,0,0,8,8,1,,,,,,,,,,,,,,,,,,,,,434.21510359999957,None,434.21510359999957,436.1979883000022,436.2148228000151,None,,,,,,,,,,,,,,,,,,,,,,,,,,,hyz1102,001,2021_Nov_02_1204,FigureTest,2021.2.1,59.89594874649438,
PreCondition\CS-2.BMP,0.4,,,,,1,0,1,0,0,9,9,9,,,,,,,,,,,,,,,,,,,,,437.3843604999711,None,437.3843604999711,439.38165769999614,439.3979543999885,None,,,,,,,,,,,,,,,,,,,,,,,,,,,hyz1102,001,2021_Nov_02_1204,FigureTest,2021.2.1,59.89594874649438,
,-0.1,Rating\ratingCS+2.png,,,,1,0,1,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,441.95722360000946,None,441.95722360000946,None,1.8359374999999998,10.398769200022798,441.95722360000946,None,,,,,,,,,,,,,,,,,,,hyz1102,001,2021_Nov_02_1204,FigureTest,2021.2.1,59.89594874649438,
,0.4,Rating\ratingCS-2.png,,,,1,0,1,0,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,453.85711719997926,None,453.85711719997926,None,1.6249999999999993,0.926108599989675,453.85711719997926,None,,,,,,,,,,,,,,,,,,,hyz1102,001,2021_Nov_02_1204,FigureTest,2021.2.1,59.89594874649438,
,0.9,,Condition\CS+2.BMP,Condition\UCS2.BMP,Sound\scream1.wav,1,0,1,0,,,,,,,,,0,0,0,5,,,,,,,,,,,,,,,,,460.56386180000845,None,,,,,,,,,454.62832630000776,None,454.62832630000776,None,space,2.8263794000376947,454.62832630000776,None,457.48148509999737,None,457.48148509999737,None,459.5121951000183,None,459.5121951000183,None,459.509955940023,None,hyz1102,001,2021_Nov_02_1204,FigureTest,2021.2.1,59.89594874649438,
,0.9,,Condition\CS+2.BMP,Condition\UCS2.BMP,Sound\scream1.wav,1,0,1,0,,,,,,,,,0,1,1,8,,,,,,,,,,,,,,,,,464.82658539997647,None,,,,,,,,,,,,,,,,,461.81160730001284,None,461.81160730001284,None,463.8373115999857,None,463.8373115999857,None,463.8431191400275,None,hyz1102,001,2021_Nov_02_1204,FigureTest,2021.2.1,59.89594874649438,
,0.9,,Condition\CS+2.BMP,Condition\UCS2.BMP,Sound\scream1.wav,1,0,1,0,,,,,,,,,0,2,2,9,,,,,,,,,,,,,,,,,469.04830229998333,None,,,,,,,,,,,,,,,,,465.986555600015,None,465.986555600015,None,468.00352029997157,None,468.00352029997157,None,468.00911524002436,None,hyz1102,001,2021_Nov_02_1204,FigureTest,2021.2.1,59.89594874649438,
,0.9,,Condition\CS+2.BMP,Condition\UCS2.BMP,Sound\scream1.wav,1,0,1,0,,,,,,,,,0,3,3,11,,,,,,,,,,,,,,,,,473.1249668999808,None,,,,,,,,,,,,,,,,,470.06063730001915,None,470.06063730001915,None,472.0862987000146,None,472.0862987000146,None,472.0917991399881,None,hyz1102,001,2021_Nov_02_1204,FigureTest,2021.2.1,59.89594874649438,
,0.4,,Condition\CS-2.BMP,Condition\black.PNG,Sound\silent.wav,1,0,1,0,,,,,,,,,0,4,4,15,,,,,,,,,,,,,,,,,479.707348499971,None,,,,,,,,,,,,,,,,,474.2583336000098,None,474.2583336000098,None,None,None,None,None,None,None,hyz1102,001,2021_Nov_02_1204,FigureTest,2021.2.1,59.89594874649438,
,0.9,,Condition\CS+2.BMP,Condition\UCS2.BMP,Sound\scream1.wav,1,0,1,0,,,,,,,,,0,5,5,10,,,,,,,,,,,,,,,,,483.8963648999925,None,,,,,,,,,,,,,,,,,480.8541525999899,None,480.8541525999899,None,482.9624224000145,None,482.9624224000145,None,482.97096376003464,None,hyz1102,001,2021_Nov_02_1204,FigureTest,2021.2.1,59.89594874649438,
,0.4,,Condition\CS-2.BMP,Condition\black.PNG,Sound\silent.wav,1,0,1,0,,,,,,,,,0,6,6,16,,,,,,,,,,,,,,,,,490.49760950001655,None,,,,,,,,,,,,,,,,,485.04889189999085,None,485.04889189999085,None,None,None,None,None,None,None,hyz1102,001,2021_Nov_02_1204,FigureTest,2021.2.1,59.89594874649438,
,0.4,,Condition\CS-2.BMP,Condition\black.PNG,Sound\silent.wav,1,0,1,0,,,,,,,,,0,7,7,18,,,,,,,,,,,,,,,,,494.96803350001574,None,,,,,,,,,,,,,,,,,491.89256070001284,None,491.89256070001284,None,494.90477429999737,None,494.90477429999737,None,494.84157836028606,None,hyz1102,001,2021_Nov_02_1204,FigureTest,2021.2.1,59.89594874649438,
,0.4,,Condition\CS-2.BMP,Condition\black.PNG,Sound\silent.wav,1,0,1,0,,,,,,,,,0,8,8,19,,,,,,,,,,,,,,,,,499.207829699968,None,,,,,,,,,,,,,,,,,496.14260149997426,None,496.14260149997426,None,499.112886900024,None,499.112886900024,None,499.0580040202825,None,hyz1102,001,2021_Nov_02_1204,FigureTest,2021.2.1,59.89594874649438,
,0.4,,Condition\CS-2.BMP,Condition\black.PNG,Sound\silent.wav,1,0,1,0,,,,,,,,,0,9,9,24,,,,,,,,,,,,,,,,,503.5508541999734,None,,,,,,,,,,,,,,,,,500.48363879998215,None,500.48363879998215,None,503.4617654000176,None,503.4617654000176,None,503.4153360402677,None,hyz1102,001,2021_Nov_02_1204,FigureTest,2021.2.1,59.89594874649438,
,0.9,,Condition\CS+2.BMP,Condition\UCS2.BMP,Sound\scream1.wav,1,0,1,0,,,,,,,,,0,10,10,6,,,,,,,,,,,,,,,,,507.89185820001876,None,,,,,,,,,,,,,,,,,504.86470410000766,None,504.86470410000766,None,506.97325639997143,None,506.97325639997143,None,506.9813714600634,None,hyz1102,001,2021_Nov_02_1204,FigureTest,2021.2.1,59.89594874649438,
,0.9,,Condition\CS+2.BMP,Condition\UCS2.BMP,Sound\scream1.wav,1,0,1,0,,,,,,,,,0,11,11,3,,,,,,,,,,,,,,,,,512.1296990999836,None,,,,,,,,,,,,,,,,,509.0427947000135,None,509.0427947000135,None,511.0511341000092,None,511.0511341000092,None,511.05957123999247,None,hyz1102,001,2021_Nov_02_1204,FigureTest,2021.2.1,59.89594874649438,
